record_id,parent_record_id,composition_group_id,donor,domain,value_unit,source_granularity,value_form,separability,donor_path,donor_sha256,donor_symbol,transformation,mapping_topology,disposition,decision_rationale,target_capability,target_nodes,invariant,negative_invariant,test_node,operator_surface,migration_impact,license_note,risk_tier,dependency_record_ids,evidence_confidence,validation_status
HVC-LAB-W21-SING-BRUTAL-C879FA64,n/a,HVC-LAB-21-component-sing_brutal,luminet-baseline-d73453f,daemon-labs,sing brutal lab capability,standalone source unit,executable-behaviour/reference implementation,component-dependent,server/internal/proxy/sing_brutal.go,c879fa64ee392111b8fd8b6535873f119ada8a2c1726d45b0ad61ef0b2eacd38,BrutalRateController;BrutalRateController.Pace;BrutalRateController.SetRate;NewBrutalRateController,promotion to governed lab,one-to-one,reference-only,"The source carries distinct dormant implementation value but has no live production consumer. Preserve it as an intentional, catalogued lab capability without granting runtime authority; later promotion must extract only target-native value behind a canonical owner.",daemon lab capability corpus,labs/daemon/proxy/sing_brutal.go,The lab source remains byte-identical to its baseline object and traceable by SHA-256.,Live daemon internal packages must not import lab code directly or treat lab presence as production readiness.,n/a,labs/daemon/CAPABILITIES.csv,Path-only promotion from experiments to labs; no live runtime dependency or persisted state change.,Repository-native baseline source; no new external donor bytes introduced.,medium,n/a,high,verified
HVC-LAB-W21-SNELL-PANEL-3BD3AB5B,n/a,HVC-LAB-21-component-clash_worker,luminet-baseline-d73453f,daemon-labs,snell panel lab capability,standalone source unit,executable-behaviour/reference implementation,component-dependent,server/internal/proxy/snell_panel.go,3bd3ab5b34f7b54be5230b228ed5b6d02c3bedd71ee56d26f7680e75b697697f,NewSnellPanel;SnellNode;SnellNode.GetASN;SnellNode.GetCountryCode;SnellNode.GetCreatedAt;SnellNode.GetEnabled;SnellNode.GetHost;SnellNode.GetISP;SnellNode.GetName;SnellNode.GetPSK;SnellNode.GetPort;SnellNode.GetRegisteredAt;SnellNode.GetStatus;SnellNode.GetTFO;SnellNode.GetVersion;SnellNode.SetASN;SnellNode.SetCountryCode;SnellNode.SetCreatedAt;SnellNode.SetEnabled;SnellNode.SetHost;SnellNode.SetISP;SnellNode.SetName;SnellNode.SetPSK;SnellNode.SetPort;SnellNode.SetRegisteredAt;SnellNode.SetStatus;SnellNode.SetTFO;SnellNode.SetVersion;SnellPanel;SnellPanel.AddNode;SnellPanel.AddSnellNode;SnellPanel.ClearSettings;SnellPanel.ClearSnellNodes;SnellPanel.GenerateSubscribeConfig;SnellPanel.GetNodeASN;SnellPanel.GetNodeCountryCode;SnellPanel.GetNodeCreatedAt;SnellPanel.GetNodeEnabled;SnellPanel.GetNodeHost;SnellPanel.GetNodeISP;SnellPanel.GetNodePSK;SnellPanel.GetNodePort;SnellPanel.GetNodeRegisteredAt;SnellPanel.GetNodeStatus;SnellPanel.GetNodeTFO;SnellPanel.GetNodeVersion;SnellPanel.GetSetting;SnellPanel.GetSettingsCount;SnellPanel.GetSnellNode;SnellPanel.GetSnellNodeCount;SnellPanel.GetSnellNodes;SnellPanel.RemoveNode;SnellPanel.RemoveSnellNode;SnellPanel.ResolveVersions;SnellPanel.SetNodeASN;SnellPanel.SetNodeCountryCode;SnellPanel.SetNodeCreatedAt;SnellPanel.SetNodeEnabled;SnellPanel.SetNodeHost;SnellPanel.SetNodeISP;SnellPanel.SetNodePSK;SnellPanel.SetNodePort;SnellPanel.SetNodeRegisteredAt;SnellPanel.SetNodeStatus;SnellPanel.SetNodeTFO;SnellPanel.SetNodeVersion;SnellPanel.SetSetting,promotion to governed lab,one-to-one,reference-only,"The source carries distinct dormant implementation value but has no live production consumer. Preserve it as an intentional, catalogued lab capability without granting runtime authority; later promotion must extract only target-native value behind a canonical owner.",daemon lab capability corpus,labs/daemon/proxy/snell_panel.go,The lab source remains byte-identical to its baseline object and traceable by SHA-256.,Live daemon internal packages must not import lab code directly or treat lab presence as production readiness.,n/a,labs/daemon/CAPABILITIES.csv,Path-only promotion from experiments to labs; no live runtime dependency or persisted state change.,Repository-native baseline source; no new external donor bytes introduced.,medium,n/a,high,verified
HVC-LAB-W21-SOCKS5-LIMITER-7C0E8772,n/a,HVC-LAB-21-component-sing_brutal,luminet-baseline-d73453f,daemon-labs,socks5 limiter lab capability,standalone source unit,executable-behaviour/reference implementation,component-dependent,server/internal/proxy/socks5_limiter.go,7c0e8772316e84353a1c116274844bed949f60ea47926444e7f446577dd445de,NewSocks5Limiter;NewSocks5Server;Socks5Limiter;Socks5Limiter.Read;Socks5Limiter.Write;Socks5Server;Socks5Server.Start;Socks5Server.Stop,promotion to governed lab,one-to-one,reference-only,"The source carries distinct dormant implementation value but has no live production consumer. Preserve it as an intentional, catalogued lab capability without granting runtime authority; later promotion must extract only target-native value behind a canonical owner.",daemon lab capability corpus,labs/daemon/proxy/socks5_limiter.go,The lab source remains byte-identical to its baseline object and traceable by SHA-256.,Live daemon internal packages must not import lab code directly or treat lab presence as production readiness.,n/a,labs/daemon/CAPABILITIES.csv,Path-only promotion from experiments to labs; no live runtime dependency or persisted state change.,Repository-native baseline source; no new external donor bytes introduced.,medium,n/a,high,verified
HVC-LAB-W21-SPLIT-TUNNEL-BYPASS-F042E1D8,n/a,HVC-LAB-21-component-begzar,luminet-baseline-d73453f,daemon-labs,split tunnel bypass lab capability,standalone source unit,executable-behaviour/reference implementation,component-dependent,server/internal/proxy/split_tunnel_bypass.go,f042e1d8cc3f31ed2129a02302acdf308f0488f990a6f652e373448d72d92b20,BegzarTunnel;BegzarTunnel.StartSegmentSDKTunnel;NewBegzarTunnel,promotion to governed lab,one-to-one,reference-only,"The source carries distinct dormant implementation value but has no live production consumer. Preserve it as an intentional, catalogued lab capability without granting runtime authority; later promotion must extract only target-native value behind a canonical owner.",daemon lab capability corpus,labs/daemon/proxy/split_tunnel_bypass.go,The lab source remains byte-identical to its baseline object and traceable by SHA-256.,Live daemon internal packages must not import lab code directly or treat lab presence as production readiness.,n/a,labs/daemon/CAPABILITIES.csv,Path-only promotion from experiments to labs; no live runtime dependency or persisted state change.,Repository-native baseline source; no new external donor bytes introduced.,medium,n/a,high,verified
HVC-LAB-W21-SUBSCRIPTION-BACKEND-CLIENT-3EA1A7AA,n/a,HVC-LAB-21-component-nova_backend,luminet-baseline-d73453f,daemon-labs,subscription backend client lab capability,standalone source unit,executable-behaviour/reference implementation,component-dependent,server/internal/proxy/subscription_backend_client.go,3ea1a7aa2ad2375709bf4d5706a2d8f08f691c4aa34127472f4ded9d9074520c,NewNovaBackend;NovaBackend;NovaBackend.InstallXrayFallback,promotion to governed lab,one-to-one,reference-only,"The source carries distinct dormant implementation value but has no live production consumer. Preserve it as an intentional, catalogued lab capability without granting runtime authority; later promotion must extract only target-native value behind a canonical owner.",daemon lab capability corpus,labs/daemon/proxy/subscription_backend_client.go,The lab source remains byte-identical to its baseline object and traceable by SHA-256.,Live daemon internal packages must not import lab code directly or treat lab presence as production readiness.,n/a,labs/daemon/CAPABILITIES.csv,Path-only promotion from experiments to labs; no live runtime dependency or persisted state change.,Repository-native baseline source; no new external donor bytes introduced.,medium,n/a,high,verified
HVC-LAB-W21-SYSTEMD-MANAGER-73E141CA,n/a,HVC-LAB-21-component-systemd_manager,luminet-baseline-d73453f,daemon-labs,systemd manager lab capability,standalone source unit,executable-behaviour/reference implementation,component-dependent,server/internal/proxy/systemd_manager.go,73e141ca29a5628f1090f329a8aca20b472dcd74e74b23ecde42c39cd5c6be15,NewSystemdManager;SystemdManager;SystemdService;SystemdService.GenerateUnit,promotion to governed lab,one-to-one,reference-only,"The source carries distinct dormant implementation value but has no live production consumer. Preserve it as an intentional, catalogued lab capability without granting runtime authority; later promotion must extract only target-native value behind a canonical owner.",daemon lab capability corpus,labs/daemon/proxy/systemd_manager.go,The lab source remains byte-identical to its baseline object and traceable by SHA-256.,Live daemon internal packages must not import lab code directly or treat lab presence as production readiness.,labs/daemon/proxy/systemd_manager_test.go,labs/daemon/CAPABILITIES.csv,Path-only promotion from experiments to labs; no live runtime dependency or persisted state change.,Repository-native baseline source; no new external donor bytes introduced.,medium,n/a,high,verified
HVC-LAB-W21-SYSTEMD-MANAGER-LINUX-6457D155,n/a,HVC-LAB-21-component-systemd_manager,luminet-baseline-d73453f,daemon-labs,systemd manager linux lab capability,standalone source unit,executable-behaviour/reference implementation,component-dependent,server/internal/proxy/systemd_manager_linux.go,6457d155094f93826bac164eaceb7063cc004983df7461915422adf45095f47c,linuxSystemdManager.InstallService;linuxSystemdManager.UninstallService,promotion to governed lab,one-to-one,reference-only,"The source carries distinct dormant implementation value but has no live production consumer. Preserve it as an intentional, catalogued lab capability without granting runtime authority; later promotion must extract only target-native value behind a canonical owner.",daemon lab capability corpus,labs/daemon/proxy/systemd_manager_linux.go,The lab source remains byte-identical to its baseline object and traceable by SHA-256.,Live daemon internal packages must not import lab code directly or treat lab presence as production readiness.,labs/daemon/proxy/systemd_manager_test.go,labs/daemon/CAPABILITIES.csv,Path-only promotion from experiments to labs; no live runtime dependency or persisted state change.,Repository-native baseline source; no new external donor bytes introduced.,medium,n/a,high,verified
HVC-LAB-W21-SYSTEMD-MANAGER-STUB-90EAEF3E,n/a,HVC-LAB-21-component-systemd_manager,luminet-baseline-d73453f,daemon-labs,systemd manager stub lab capability,standalone source unit,executable-behaviour/reference implementation,component-dependent,server/internal/proxy/systemd_manager_stub.go,90eaef3e5de0c82d796a2eed955e0995eb265f1a44e352876e518ca5cfd7c2f2,stubSystemdManager.InstallService;stubSystemdManager.UninstallService,promotion to governed lab,one-to-one,reference-only,"The source carries distinct dormant implementation value but has no live production consumer. Preserve it as an intentional, catalogued lab capability without granting runtime authority; later promotion must extract only target-native value behind a canonical owner.",daemon lab capability corpus,labs/daemon/proxy/systemd_manager_stub.go,The lab source remains byte-identical to its baseline object and traceable by SHA-256.,Live daemon internal packages must not import lab code directly or treat lab presence as production readiness.,labs/daemon/proxy/systemd_manager_test.go,labs/daemon/CAPABILITIES.csv,Path-only promotion from experiments to labs; no live runtime dependency or persisted state change.,Repository-native baseline source; no new external donor bytes introduced.,medium,n/a,high,verified
HVC-LAB-W21-TC-SHAPER-4243F114,n/a,HVC-LAB-21-component-tc_shaper,luminet-baseline-d73453f,daemon-labs,tc shaper lab capability,standalone source unit,executable-behaviour/reference implementation,component-dependent,server/internal/proxy/tc_shaper.go,4243f11425e400843f2604883cfd3a571e7d35f50bb50d4b1f99c3ea2e7634f7,CheckPortRange;NewTcShaper;TcShaper,promotion to governed lab,one-to-one,reference-only,"The source carries distinct dormant implementation value but has no live production consumer. Preserve it as an intentional, catalogued lab capability without granting runtime authority; later promotion must extract only target-native value behind a canonical owner.",daemon lab capability corpus,labs/daemon/proxy/tc_shaper.go,The lab source remains byte-identical to its baseline object and traceable by SHA-256.,Live daemon internal packages must not import lab code directly or treat lab presence as production readiness.,labs/daemon/proxy/tc_shaper_test.go,labs/daemon/CAPABILITIES.csv,Path-only promotion from experiments to labs; no live runtime dependency or persisted state change.,Repository-native baseline source; no new external donor bytes introduced.,medium,n/a,high,verified
HVC-LAB-W21-TC-SHAPER-LINUX-993076B3,n/a,HVC-LAB-21-component-tc_shaper,luminet-baseline-d73453f,daemon-labs,tc shaper linux lab capability,standalone source unit,executable-behaviour/reference implementation,component-dependent,server/internal/proxy/tc_shaper_linux.go,993076b333aa3443fa2c2c4ea14f41c8e6775443a720ad60fa492a99c82450f7,linuxTcShaper.ClearAll;linuxTcShaper.ClearPortLimits;linuxTcShaper.LimitPort,promotion to governed lab,one-to-one,reference-only,"The source carries distinct dormant implementation value but has no live production consumer. Preserve it as an intentional, catalogued lab capability without granting runtime authority; later promotion must extract only target-native value behind a canonical owner.",daemon lab capability corpus,labs/daemon/proxy/tc_shaper_linux.go,The lab source remains byte-identical to its baseline object and traceable by SHA-256.,Live daemon internal packages must not import lab code directly or treat lab presence as production readiness.,labs/daemon/proxy/tc_shaper_test.go,labs/daemon/CAPABILITIES.csv,Path-only promotion from experiments to labs; no live runtime dependency or persisted state change.,Repository-native baseline source; no new external donor bytes introduced.,medium,n/a,high,verified
